cspf	0.000000	0.027778
cspf	0.000000	0.055556
cspf	0.000000	0.083333
cspf	0.000000	0.111111
cspf	0.000000	0.138889
cspf	0.000000	0.166667
cspf	0.000000	0.194444
cspf	0.000000	0.222222
cspf	0.000000	0.250000
cspf	0.000000	0.277778
cspf	0.279200	0.305556
cspf	0.380200	0.333333
cspf	0.388700	0.361111
cspf	0.434000	0.388889
cspf	0.454700	0.416667
cspf	0.868000	0.444444
cspf	0.926000	0.472222
cspf	0.975200	0.500000
cspf	1.109500	0.527778
cspf	1.227800	0.555556
cspf	1.235900	0.583333
cspf	1.375100	0.611111
cspf	1.425600	0.638889
cspf	1.512700	0.666667
cspf	1.556700	0.694444
cspf	1.731700	0.722222
cspf	1.786200	0.750000
cspf	1.852200	0.777778
cspf	1.883400	0.805556
cspf	1.932200	0.833333
cspf	1.936600	0.861111
cspf	2.145300	0.888889
cspf	2.449000	0.916667
cspf	2.470000	0.944444
cspf	3.075100	0.972222
cspf	3.159100	1.000000
